"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that the login is page works","19441","Verify that the login works","chromium","2026-05-21","passed","2026-05-21","","05_Allure_Reporting\230_VWO_Login_report.spec.ts","",""
